,"nose_x","nose_y","leftEye_x","leftEye_y","rightEye_x","rightEye_y","leftEar_x","leftEar_y","rightEar_x","rightEar_y","leftShoulder_x","leftShoulder_y","rightShoulder_x","rightShoulder_y","leftElbow_x","leftElbow_y","rightElbow_x","rightElbow_y","leftWrist_x","leftWrist_y","rightWrist_x","rightWrist_y","leftHip_x","leftHip_y","rightHip_x","rightHip_y","leftKnee_x","leftKnee_y","rightKnee_x","rightKnee_y","leftAnkle_x","leftAnkle_y","rightAnkle_x","rightAnkle_y",estado
1,404.8467132924596,75.69843404673418,413.1130106922254,69.89069591329257,396.78984089120354,69.32600459236116,422.505534274105,78.36563206182848,385.9676520796602,75.74737517842988,438.2244188850492,128.97246653374998,363.64569751205147,128.3057658792934,457.9602429430773,202.00416023165337,338.7043706099811,193.37782803027085,447.1255263020557,260.3164419255832,358.7685439410377,243.90021880591428,409.56660980194926,256.94735685118445,369.48496131581555,260.08644678434973,414.93395007166885,346.9769625274124,365.42602973039976,354.2455483299285,411.62397343082654,430.63729797541407,365.91084527041664,428.54484693920574,levantado
2,405.329539792547,74.83100278646566,413.8878296766764,69.00278343022566,396.81276879514706,69.19834640517774,423.4231807897991,77.07441041348977,385.9481102464728,75.60067785203688,439.0046141657848,128.74295432651093,363.7622031646016,128.16331220693627,458.14201582081125,201.66563061517502,338.86500188627133,192.50109969781067,450.0832749155245,261.48910525429574,359.3502810140528,245.3385721050812,411.2889452834074,258.4146478556474,369.4167755410829,262.09798305971617,416.681777512517,347.17664190210724,367.03495911030456,355.26381900431124,415.09986516752133,431.2453885430956,364.76707657023627,428.768194822022,levantado
3,403.8563397626469,75.29909347652926,412.7282806537495,69.55728571331457,396.144650559481,69.42738516321444,422.90705002328303,77.6190832904341,385.4241766577101,75.90858522463401,438.3354731533778,129.1126570952078,363.0977587050501,128.52518389661026,457.7184123621841,201.89970263618443,338.5238876639637,192.96087024926214,447.95400391664026,260.8855041548436,358.3208238178654,243.95563133217485,409.14629756615784,258.28236978434404,368.4884752327366,262.124918288294,415.33777141571045,347.09954714125695,366.080257488132,355.0540691516743,414.36179026741,431.1286481419427,364.2699612309497,428.59723618800547,levantado
4,404.484950677894,74.81116099673022,413.2025107706568,69.30963779330719,396.47536154572606,69.1235746279765,422.9729045151737,77.50134263892119,385.146732263528,75.38911482332281,438.5502594305848,128.62122452954839,362.500038176659,128.0650671502496,457.28092949121384,201.10797700993282,337.16156801453826,193.21215637741386,448.91222558225644,259.50388927682366,358.34621144454303,242.70333368954493,408.2168986027343,256.2797128551201,367.96891077390444,260.07337990252427,413.52205657587905,345.62636450014224,364.43596485152784,353.2212129214395,411.03742756825017,430.0278890216397,363.4856969744315,427.8354240150304,levantado
5,404.8005160320594,75.13678418244837,413.3610743622836,69.54787047642216,396.8748341126201,69.25282863141965,422.6904039364381,77.45378510126346,385.5515621571226,75.4309277386053,438.28079332730186,128.4949910371684,363.79115786348336,127.82355114829215,456.28500735806125,200.80793667952838,338.7893480234109,191.68776929610436,447.40513322882157,259.1833301796524,358.63995861543293,242.7857375627362,408.02031996463523,255.69740353298562,369.45731907503153,257.97765503226555,414.6742833393557,346.3141130937213,365.1932887418725,353.09707991529535,412.27777437291724,429.5392056624713,364.9558361829023,427.6894657120167,levantado
6,405.4692808143824,75.86310544923123,413.7519703059809,69.92040939553704,396.6105846449559,69.46701104353374,423.07783160784834,77.32002266000683,386.4224652464752,75.27702868866089,438.77884291860386,127.28399255025249,364.24663733693876,127.11611844964528,457.20004634634535,200.20318950103882,338.12502370455854,191.49176448792338,449.6643759137462,257.3313217831029,359.4795460830867,236.63577469591968,419.4410714750624,264.5838253303261,369.7810160575674,256.3936062378642,413.08934929769794,346.96519822369294,364.7190333321865,354.2968333908557,409.3297018281217,431.6785890304625,365.31007893818366,430.10531021741576,levantado
7,406.30832448729285,75.50738820398828,414.1543309920493,69.36254949606811,398.0351055605403,66.52387612339126,422.9320511446853,76.62456609210153,385.85118199508014,74.7276513548677,437.5918433267319,127.26144561878903,364.29983595465876,126.36494030933903,452.6233654541728,200.58132444745377,338.3453712314947,192.02676603859038,443.4214510194059,258.16802587397837,358.57372947425694,240.75839251024718,416.963086959453,263.36603178031714,368.86807459152163,255.56383394916702,413.5804354708483,345.8445155073233,363.3164005502189,353.97080552067746,409.1490038934849,430.5185831567193,367.4902350559309,427.260321554043,levantado
8,405.4564241787803,74.75907684207431,413.53453698139714,68.7351621189934,396.8403189544084,68.76343707444605,422.6067907522625,76.86429223476216,384.9610042275158,75.57832970600651,438.4061854395885,127.96291910164086,363.56927538103633,128.09269160704855,455.54563620303855,200.11706442777285,339.4532328802324,192.8963444186556,445.32760177048266,255.95543413867284,359.38613985113597,241.95590520368944,407.4101190307261,257.1200527829419,369.3090006396001,257.9144831557218,414.5864383571343,346.98326280052095,365.074067672403,353.97815465370513,409.7035480677386,430.91356467458525,366.31770649030517,428.3981519840107,levantado
9,404.31551593379754,74.8314434340956,412.1526075244414,68.41362924983994,396.4786669957499,68.59110630718189,421.2790297330122,76.63056601346238,385.6911008367279,75.05718306530315,437.65048147268334,128.2032941621565,364.05093999409956,128.26927314194262,456.1337470563006,199.78877206349654,338.7044180339413,191.4986172501679,449.56159712646723,254.49869496534774,358.48032640390363,238.59626216566056,408.24217715430353,256.9872214321033,368.5732356815487,257.6196420721507,414.45322445301696,346.41245220792905,365.0967303973692,353.4837804193163,410.42594618741646,430.7754645217718,364.1216578131056,429.1246412106525,levantado
10,404.0714153260109,75.64085938308955,411.91582364330964,69.20927367600024,396.5649533104804,69.09816407971812,421.66951308825605,77.36669574080742,386.25770334325415,75.70857961261322,436.7272191697058,128.87565644705808,364.98655070590604,128.69671477974623,455.7697839699831,200.0607658638565,340.2973161393103,190.65437828242085,446.05437237928817,252.2397241777947,362.640770359262,238.98216038965535,418.6636809263712,264.04984418520206,370.07058833916363,255.46207319623306,414.41070571112726,345.59360877085294,366.0065361516485,351.143045191635,411.51739993633464,430.10157953254907,367.7927932034207,427.5257882366849,levantado
